code,ai_can_execute,ai_commands,ai_packages_needed,ai_logs_output,risk,remark
Wistron-BMC-00854-V004,PARTIAL,"-- Power Restore Policy - Last state: agent can read/set the power restore policy via Redfish sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""curl -s -k -u ""$BMC_USER:$BMC_PASS"" https://$BMC_IP/redfish/v1/Systems/system 2>&1 | grep -i powerrestore 2>&1"" but the AC-cord unplug/replug + verifying the SUT powers on/off accordingly requires a person at the PDU/AC. Agent sets policy and reads it back; the AC behavior check is operator.",curl (Redfish) on the host side,return the Redfish PowerRestorePolicy value set+read back so the user confirms it persisted; the AC unplug/replug power-restore behavior is operator-observed.,"RISK: setting power-restore policy is state-changing; AC unplug/replug must be done by a person, never hot-pull power on a running service.",
Wistron-HW-00347-V002,PARTIAL,"-- AC Power Cycle (via PDU) ( with revise MAC address): AC power cycling (via PDU/Cyber Switch) + recording lspci/lsblk/nvme across cycles requires physical PDU control; agent can automate the per-cycle data capture sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""lspci -vv 2>&1 | tee /tmp/cycle_lspci.txt; lsblk 2>&1; nvme list 2>&1 2>&1"" but the actual AC cut/restore is operator (via the switched PDU).","pciutils (lspci), nvme-cli (nvme), util-linux (lsblk)",return the per-cycle lspci/lsblk/nvme capture so the user diffs that device information is unchanged across AC cycles; AC on/off is operator via the PDU.,"RISK: AC power cycling will interrupt the host and possibly the BMC; run only on a dedicated SUT via a controllable PDU, operator initiates the cut.",
Wistron-HW-00348-V002,PARTIAL,"-- Warm Reboot ( with revise MAC address): agent records lspci/lsblk/nvme before reboot sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""lspci -vv > /tmp/boot_lspci.txt; lsblk > /tmp/boot_lsblk.txt; nvme list > /tmp/boot_nvme.txt 2>&1; echo recorded 2>&1""; the reboot is triggered via IPMI/reboot and the loop runs for the long-term count (person monitors).","pciutils, nvme-cli, util-linux; ipmitool (reboot trigger)",return the recorded lspci/lsblk/nvme after each warm reboot so the user diffs no change; long-term loop count is user-specified.,RISK: repeated warm reboot stress on a dedicated SUT; confirm approval + iteration count.,
Wistron-HW-00349-V002,PARTIAL,"-- Cold Reboot ( with revise MAC address): cold reboot stress - agent records lspci/lsblk/nvme, shuts down SUT, and powers back on via IPMI sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""ipmitool -I lanplus -H ""$BMC_IP"" power on 2>&1 2>&1""; looped for the long-term count.","pciutils, nvme-cli, util-linux; ipmitool",return the post-cold-boot lspci/lsblk/nvme so the user diffs unchanged device inventories across cycles.,RISK: repeated cold reboot power cycling; dedicated SUT + approval.,
Wistron-HW-00396-V002,PARTIAL,"-- AC Power Cycle (via PDU): AC power cycling (via PDU/Cyber Switch) + recording lspci/lsblk/nvme across cycles requires physical PDU control; agent can automate the per-cycle data capture sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""lspci -vv 2>&1 | tee /tmp/cycle_lspci.txt; lsblk 2>&1; nvme list 2>&1 2>&1"" but the actual AC cut/restore is operator (via the switched PDU).","pciutils (lspci), nvme-cli (nvme), util-linux (lsblk)",return the per-cycle lspci/lsblk/nvme capture so the user diffs that device information is unchanged across AC cycles; AC on/off is operator via the PDU.,"RISK: AC power cycling will interrupt the host and possibly the BMC; run only on a dedicated SUT via a controllable PDU, operator initiates the cut.",
Wistron-HW-00397-V002,PARTIAL,"-- Warm Reboot: agent records lspci/lsblk/nvme before reboot sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""lspci -vv > /tmp/boot_lspci.txt; lsblk > /tmp/boot_lsblk.txt; nvme list > /tmp/boot_nvme.txt 2>&1; echo recorded 2>&1""; the reboot is triggered via IPMI/reboot and the loop runs for the long-term count (person monitors).","pciutils, nvme-cli, util-linux; ipmitool (reboot trigger)",return the recorded lspci/lsblk/nvme after each warm reboot so the user diffs no change; long-term loop count is user-specified.,RISK: repeated warm reboot stress on a dedicated SUT; confirm approval + iteration count.,
Wistron-HW-00398-V002,PARTIAL,"-- Cold Reboot: cold reboot stress - agent records lspci/lsblk/nvme, shuts down SUT, and powers back on via IPMI sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""ipmitool -I lanplus -H ""$BMC_IP"" power on 2>&1 2>&1""; looped for the long-term count.","pciutils, nvme-cli, util-linux; ipmitool",return the post-cold-boot lspci/lsblk/nvme so the user diffs unchanged device inventories across cycles.,RISK: repeated cold reboot power cycling; dedicated SUT + approval.,
Wistron-AMD SVM-00024-V003,PARTIAL,"-- RAS Enablement by Using Out-Of-Band Method (RAS enablement / check via OOB): SSH to the BMC and query the error-injection mode sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""curl -s -k http://$BMC_IP/redfish/v1/Chassis/OAM_0 2>&1 | grep -i einjstate 2>&1""; if disabled, enable it via the Redfish AMD ErrInjection action, then confirm EINJState=Enabled.",curl (Redfish) on the BMC + BMC login; amdgpuras not strictly needed here,return the Redfish EINJState before/after so the user confirms Out-Of-Band RAS injection mode is Enabled.,RISK: enabling OOB error-injection mode changes BMC config; leave it at the project-defined state after the test.,
Wistron-AMD SVM-00036-V003,PARTIAL,"-- Bad Page Avoidance (bad-page avoidance): clear RAS EEPROM, reload amdgpu with ras_enable=1, inject a GFX error via amdgpuras and confirm the CPER index increments + the bad page is avoided. Needs the exact amdgpuras inject command for this case.",AMDGPU-RAS tool (amdgpuras) + Redfish CPER access,return the amdgpuras injection result + the Redfish CPER index before/after + decoded CPER so the user confirms the bad page was avoided per spec.,RISK: injecting a hardware/CPU error can disrupt the SUT and may need a reboot/recovery; run only on a dedicated SUT with the exact injection target confirmed by the user/FAE.,
Wistron-AMD SVM-00037-V003,PARTIAL,"-- Bad Page Threshold Exceed (bad-page threshold exceeded / RMA): clear RAS EEPROM, `modprobe amdgpu ras_enable=1 bad_page_threshold=<val>`, inject to exceed the threshold and confirm the CPER report + RMA/disabled page.",AMDGPU-RAS tool (amdgpuras) + Redfish CPER access,return the injection result + CPER index delta + decoded CPER (bad page threshold exceeded marker) so the user confirms the threshold/RMA behavior.,RISK: injecting a hardware/CPU error can disrupt the SUT and may need a reboot/recovery; run only on a dedicated SUT with the exact injection target confirmed by the user/FAE.,
Wistron-AMD SVM-00038-V003,YES,"-- AMDGPURAS Query Error Count: query per-block error counts via amdgpuras sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""for b in 0 1 2 3 7; do amdgpuras -b $b -q 1 -d <device_id> 2>&1; done 2>&1"" (UMC/SDMA/GFX/MMHUB/XGMI blocks).",AMDGPU-RAS tool (amdgpuras),return the per-block error-count query output for the user to confirm the recorded counts. Read-only after injection - no additional RISK beyond normal query.,,
Wistron-AMD SVM-00039-V003,PARTIAL,"-- Bad Page Persistent (bad-page persistent): clear RAS EEPROM, load amdgpuras, inject a GFX error, verify the bad page persists across reset via the CPER/EEPROM record.",AMDGPU-RAS tool (amdgpuras) + Redfish CPER access,return the injection result + CPER index + persistent page record so the user confirms the bad page is retained across power cycles.,RISK: injecting a hardware/CPU error can disrupt the SUT and may need a reboot/recovery; run only on a dedicated SUT with the exact injection target confirmed by the user/FAE.,
Wistron-AMD SVM-00141-V005,PARTIAL,"-- PCIe Correctable Link CRC TX (in-band error injection): via amdgpuras, inject the named PCIe Correctable Link CRC TX error and check dmesg/CPER for the expected handler report. Needs the exact amdgpuras invocation (unit+type) the user/FAE supplies for this case.",AMDGPU-RAS tool (amdgpuras) + Redfish CPER access,return amdgpuras injection result + `dmesg -T | tail -100` (expected amdgpu hardware error) + decoded CPER so the user confirms the injected PCIe Correctable Link CRC TX error was handled per spec.,RISK: injecting a hardware/CPU error can disrupt the SUT and may need a reboot/recovery; run only on a dedicated SUT with the exact injection target confirmed by the user/FAE.,same code in 2 workbook rows (multi-row code)
Wistron-AMD SVM-00114-V003,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""amdgpuras --help 2>&1; echo ---VERSION---; amdgpuras --version 2>&1 2>&1""","AMDGPU-RAS tool (amdgpuras, must install)",return full `amdgpuras --help` + `--version` output so the user confirms the tool version/usage. No RISK (read-only).,,
Wistron-AMD SVM-00115-V003,PARTIAL,"-- UMC Correctable ODECC (in-band error injection): via amdgpuras, inject the named UMC Correctable ODECC error and check dmesg/CPER for the expected handler report. Needs the exact amdgpuras invocation (unit+type) the user/FAE supplies for this case.",AMDGPU-RAS tool (amdgpuras) + Redfish CPER access,return amdgpuras injection result + `dmesg -T | tail -100` (expected amdgpu hardware error) + decoded CPER so the user confirms the injected UMC Correctable ODECC error was handled per spec.,RISK: injecting a hardware/CPU error can disrupt the SUT and may need a reboot/recovery; run only on a dedicated SUT with the exact injection target confirmed by the user/FAE.,
Wistron-AMD SVM-00116-V003,PARTIAL,"-- UMC Replay Correctable ODECC (in-band error injection): via amdgpuras, inject the named UMC Replay Correctable ODECC error and check dmesg/CPER for the expected handler report. Needs the exact amdgpuras invocation (unit+type) the user/FAE supplies for this case.",AMDGPU-RAS tool (amdgpuras) + Redfish CPER access,return amdgpuras injection result + `dmesg -T | tail -100` (expected amdgpu hardware error) + decoded CPER so the user confirms the injected UMC Replay Correctable ODECC error was handled per spec.,RISK: injecting a hardware/CPU error can disrupt the SUT and may need a reboot/recovery; run only on a dedicated SUT with the exact injection target confirmed by the user/FAE.,
Wistron-AMD SVM-00117-V003,PARTIAL,"-- UMC Replay Correctable CRC Read (in-band error injection): via amdgpuras, inject the named UMC Replay Correctable CRC Read error and check dmesg/CPER for the expected handler report. Needs the exact amdgpuras invocation (unit+type) the user/FAE supplies for this case.",AMDGPU-RAS tool (amdgpuras) + Redfish CPER access,return amdgpuras injection result + `dmesg -T | tail -100` (expected amdgpu hardware error) + decoded CPER so the user confirms the injected UMC Replay Correctable CRC Read error was handled per spec.,RISK: injecting a hardware/CPU error can disrupt the SUT and may need a reboot/recovery; run only on a dedicated SUT with the exact injection target confirmed by the user/FAE.,
Wistron-AMD SVM-00118-V003,PARTIAL,"-- GFX Correctable (in-band error injection): via amdgpuras, inject the named GFX Correctable error and check dmesg/CPER for the expected handler report. Needs the exact amdgpuras invocation (unit+type) the user/FAE supplies for this case.",AMDGPU-RAS tool (amdgpuras) + Redfish CPER access,return amdgpuras injection result + `dmesg -T | tail -100` (expected amdgpu hardware error) + decoded CPER so the user confirms the injected GFX Correctable error was handled per spec.,RISK: injecting a hardware/CPU error can disrupt the SUT and may need a reboot/recovery; run only on a dedicated SUT with the exact injection target confirmed by the user/FAE.,
Wistron-AMD SVM-00119-V003,PARTIAL,"-- XGMI Correctable (in-band error injection): via amdgpuras, inject the named XGMI Correctable error and check dmesg/CPER for the expected handler report. Needs the exact amdgpuras invocation (unit+type) the user/FAE supplies for this case.",AMDGPU-RAS tool (amdgpuras) + Redfish CPER access,return amdgpuras injection result + `dmesg -T | tail -100` (expected amdgpu hardware error) + decoded CPER so the user confirms the injected XGMI Correctable error was handled per spec.,RISK: injecting a hardware/CPU error can disrupt the SUT and may need a reboot/recovery; run only on a dedicated SUT with the exact injection target confirmed by the user/FAE.,
Wistron-AMD SVM-00120-V003,PARTIAL,"-- PCIe Correctable Link CRC RX (in-band error injection): via amdgpuras, inject the named PCIe Correctable Link CRC RX error and check dmesg/CPER for the expected handler report. Needs the exact amdgpuras invocation (unit+type) the user/FAE supplies for this case.",AMDGPU-RAS tool (amdgpuras) + Redfish CPER access,return amdgpuras injection result + `dmesg -T | tail -100` (expected amdgpu hardware error) + decoded CPER so the user confirms the injected PCIe Correctable Link CRC RX error was handled per spec.,RISK: injecting a hardware/CPU error can disrupt the SUT and may need a reboot/recovery; run only on a dedicated SUT with the exact injection target confirmed by the user/FAE.,
Wistron-AMD SVM-00121-V003,PARTIAL,"-- UMC Uncorrectable Address Or Command Parity Single Shot (in-band error injection): via amdgpuras, inject the named UMC Uncorrectable Address Or Command Parity Single Shot error and check dmesg/CPER for the expected handler report. Needs the exact amdgpuras invocation (unit+type) the user/FAE supplies for this case.",AMDGPU-RAS tool (amdgpuras) + Redfish CPER access,return amdgpuras injection result + `dmesg -T | tail -100` (expected amdgpu hardware error) + decoded CPER so the user confirms the injected UMC Uncorrectable Address Or Command Parity Single Shot error was handled per spec.,RISK: injecting a hardware/CPU error can disrupt the SUT and may need a reboot/recovery; run only on a dedicated SUT with the exact injection target confirmed by the user/FAE.,
